Pilgrim_ID,Country,Gender,Age_Group,Accommodation_Type,Transport_Type,Stay_Duration,Estimated_Spending_SAR,Group_Size
1867,Malaysia,Female,46-60,Hotel (3 Star),Group Transport,21 days,26876,4
1868,UAE,Female,60+,Apartment,Bus,14 days,31962,2
1869,Egypt,Female,31-45,Hotel (3 Star),Bus,7 days,33084,4
1870,Pakistan,Female,31-45,Hotel (5 Star),Group Transport,10 days,26143,4
1871,UK,Male,60+,Camp (Mina),Bus,7 days,31091,3
1872,Malaysia,Female,31-45,Hotel (3 Star),Train (Haramain),21 days,19179,2
1873,Egypt,Female,60+,Hotel (5 Star),Train (Haramain),14 days,37807,2
1874,Indonesia,Female,60+,Apartment,Private Car,7 days,15222,5
1875,UAE,Male,46-60,Apartment,Bus,7 days,28949,5
1876,Pakistan,Female,18-30,Apartment,Private Car,7 days,21116,1
1877,Pakistan,Male,60+,Hotel (5 Star),Train (Haramain),7 days,22667,4
1878,Pakistan,Female,46-60,Camp (Mina),Train (Haramain),21 days,13775,3
1879,Indonesia,Female,18-30,Hotel (3 Star),Train (Haramain),21 days,34655,5
1880,Nigeria,Male,31-45,Apartment,Bus,14 days,19193,2
1881,UK,Female,18-30,Hotel (5 Star),Bus,14 days,19676,1
1882,Indonesia,Male,60+,Hotel (5 Star),Train (Haramain),10 days,35776,3
1883,Bangladesh,Male,60+,Hotel (3 Star),Private Car,21 days,22199,2
1884,UK,Male,60+,Apartment,Private Car,7 days,20066,2
1885,India,Female,60+,Hotel (5 Star),Group Transport,7 days,23895,4
1886,UAE,Female,60+,Hotel (3 Star),Train (Haramain),10 days,5246,4
1887,Indonesia,Female,46-60,Camp (Mina),Private Car,7 days,26209,5
1888,Egypt,Male,60+,Camp (Mina),Train (Haramain),10 days,21800,5
1889,UK,Female,46-60,Camp (Mina),Private Car,14 days,28086,2
1890,Bangladesh,Male,31-45,Apartment,Group Transport,21 days,25101,2
1891,India,Female,60+,Hotel (3 Star),Group Transport,10 days,21491,5
1892,Nigeria,Male,60+,Hotel (3 Star),Train (Haramain),7 days,32207,5
1893,Egypt,Male,18-30,Hotel (5 Star),Private Car,10 days,25897,2
1894,UK,Male,31-45,Hotel (5 Star),Bus,14 days,34492,3
1895,UAE,Female,60+,Hotel (5 Star),Group Transport,7 days,6421,2
1896,Egypt,Male,60+,Hotel (3 Star),Train (Haramain),14 days,37015,3
1897,India,Male,31-45,Hotel (5 Star),Train (Haramain),14 days,17970,3
1898,Egypt,Male,46-60,Hotel (3 Star),Private Car,10 days,12283,2
1899,Turkey,Male,60+,Hotel (3 Star),Train (Haramain),14 days,33488,1
1900,Malaysia,Male,18-30,Camp (Mina),Group Transport,7 days,20945,5
1901,Nigeria,Male,60+,Hotel (5 Star),Train (Haramain),14 days,5255,4
1902,India,Female,18-30,Camp (Mina),Train (Haramain),14 days,16019,2
1903,Egypt,Female,18-30,Apartment,Bus,10 days,20487,3
1904,Malaysia,Male,60+,Apartment,Bus,14 days,24346,2
1905,Malaysia,Female,60+,Apartment,Group Transport,21 days,13744,5
1906,Egypt,Female,18-30,Hotel (3 Star),Private Car,10 days,29756,3
1907,UAE,Male,31-45,Hotel (3 Star),Bus,10 days,22861,4
1908,Turkey,Male,31-45,Hotel (3 Star),Private Car,7 days,30146,4
1909,Indonesia,Male,60+,Hotel (5 Star),Group Transport,7 days,26976,4
1910,Turkey,Female,46-60,Camp (Mina),Bus,7 days,5591,1
1911,Egypt,Male,31-45,Hotel (3 Star),Private Car,7 days,11277,3
1912,Nigeria,Female,60+,Camp (Mina),Bus,21 days,7260,3
1913,Indonesia,Male,31-45,Camp (Mina),Group Transport,10 days,5347,1
1914,India,Female,46-60,Camp (Mina),Group Transport,14 days,29741,3
1915,Turkey,Male,60+,Hotel (5 Star),Bus,7 days,11869,1
1916,Egypt,Male,46-60,Hotel (5 Star),Private Car,7 days,33082,2
1917,Turkey,Female,60+,Apartment,Train (Haramain),7 days,27080,5
1918,Indonesia,Female,46-60,Apartment,Train (Haramain),14 days,33979,4
1919,Bangladesh,Female,31-45,Camp (Mina),Bus,7 days,24422,1
1920,UK,Female,31-45,Apartment,Private Car,14 days,27993,1
1921,Turkey,Female,46-60,Camp (Mina),Train (Haramain),10 days,17386,1
1922,India,Female,46-60,Hotel (5 Star),Group Transport,10 days,39033,2
1923,India,Male,46-60,Hotel (5 Star),Private Car,10 days,17938,1
1924,Pakistan,Female,60+,Hotel (5 Star),Train (Haramain),21 days,16159,5
1925,Turkey,Male,31-45,Hotel (3 Star),Private Car,14 days,7274,5
1926,UK,Male,60+,Camp (Mina),Bus,7 days,23854,4
1927,UAE,Female,31-45,Hotel (5 Star),Private Car,7 days,36815,2
1928,Malaysia,Male,18-30,Camp (Mina),Train (Haramain),7 days,15482,5
1929,UK,Female,60+,Apartment,Bus,7 days,23961,3
1930,Malaysia,Female,31-45,Apartment,Private Car,21 days,25044,3
1931,Malaysia,Male,31-45,Hotel (5 Star),Group Transport,7 days,38836,3
1932,Bangladesh,Male,60+,Camp (Mina),Train (Haramain),21 days,26975,1
1933,Pakistan,Female,60+,Hotel (5 Star),Bus,14 days,19706,1
1934,UK,Female,31-45,Apartment,Private Car,10 days,10974,3
1935,UK,Male,60+,Hotel (5 Star),Group Transport,7 days,15928,4
1936,Bangladesh,Male,46-60,Camp (Mina),Train (Haramain),10 days,26213,4
1937,Turkey,Male,60+,Apartment,Group Transport,14 days,6950,1
1938,Turkey,Male,60+,Hotel (3 Star),Private Car,14 days,24477,3
1939,Turkey,Female,60+,Apartment,Private Car,7 days,15411,4
1940,Nigeria,Female,31-45,Hotel (3 Star),Bus,14 days,26695,1
1941,Malaysia,Female,46-60,Hotel (5 Star),Group Transport,10 days,22771,3
1942,Nigeria,Female,18-30,Hotel (5 Star),Bus,7 days,9274,2
1943,Pakistan,Male,18-30,Camp (Mina),Train (Haramain),21 days,12045,3
1944,Bangladesh,Male,46-60,Hotel (3 Star),Bus,7 days,34714,3
1945,UK,Female,46-60,Hotel (5 Star),Train (Haramain),10 days,39386,5
1946,Malaysia,Female,46-60,Hotel (3 Star),Private Car,7 days,13562,5
1947,Nigeria,Female,31-45,Hotel (5 Star),Private Car,7 days,32759,2
1948,Nigeria,Female,18-30,Apartment,Group Transport,10 days,17026,2
1949,Egypt,Female,46-60,Hotel (5 Star),Train (Haramain),7 days,36589,3
1950,Nigeria,Female,31-45,Camp (Mina),Private Car,7 days,36738,4
1951,UAE,Female,18-30,Apartment,Group Transport,10 days,31844,2
1952,UK,Female,60+,Camp (Mina),Group Transport,14 days,28447,3
1953,UAE,Female,31-45,Apartment,Bus,10 days,29879,1
1954,UK,Male,18-30,Hotel (3 Star),Group Transport,7 days,16966,5
1955,Bangladesh,Female,31-45,Camp (Mina),Private Car,21 days,22732,4
1956,UK,Male,18-30,Hotel (5 Star),Bus,21 days,10289,3
1957,UAE,Male,18-30,Hotel (3 Star),Train (Haramain),10 days,25012,1
1958,UK,Female,60+,Hotel (5 Star),Train (Haramain),21 days,23812,5
1959,Bangladesh,Female,31-45,Apartment,Private Car,7 days,28092,1
1960,Bangladesh,Male,46-60,Apartment,Private Car,7 days,30105,3
1961,Pakistan,Male,60+,Hotel (5 Star),Bus,10 days,19294,2
1962,UK,Female,60+,Hotel (5 Star),Bus,7 days,8621,5
1963,Egypt,Male,18-30,Hotel (3 Star),Private Car,14 days,37442,1
1964,Turkey,Female,46-60,Hotel (5 Star),Private Car,7 days,26699,2
1965,India,Female,31-45,Camp (Mina),Train (Haramain),10 days,7347,4
1966,Bangladesh,Female,46-60,Camp (Mina),Train (Haramain),14 days,34486,3
1967,Indonesia,Male,46-60,Hotel (5 Star),Train (Haramain),14 days,22110,3
1968,Turkey,Male,46-60,Camp (Mina),Private Car,21 days,9923,5
1969,Malaysia,Female,46-60,Hotel (5 Star),Group Transport,7 days,20611,1
1970,UK,Male,46-60,Hotel (3 Star),Private Car,10 days,24199,4
1971,UAE,Male,18-30,Camp (Mina),Private Car,21 days,14066,5
1972,India,Male,18-30,Camp (Mina),Train (Haramain),21 days,31754,5
1973,Indonesia,Male,60+,Hotel (5 Star),Private Car,7 days,29260,1
1974,Turkey,Male,18-30,Camp (Mina),Bus,7 days,21991,4
1975,UK,Male,60+,Apartment,Private Car,10 days,27553,1
1976,Pakistan,Male,60+,Hotel (3 Star),Private Car,21 days,29174,3
1977,Malaysia,Female,31-45,Hotel (3 Star),Private Car,10 days,26957,2
1978,India,Male,46-60,Camp (Mina),Private Car,21 days,5634,3
1979,Egypt,Male,18-30,Camp (Mina),Group Transport,21 days,34881,3
1980,Pakistan,Male,31-45,Apartment,Private Car,21 days,17771,5
1981,Indonesia,Male,18-30,Apartment,Bus,7 days,23298,3
1982,India,Male,60+,Camp (Mina),Bus,21 days,19340,4
1983,Pakistan,Male,18-30,Camp (Mina),Private Car,21 days,38356,3
1984,Malaysia,Male,46-60,Apartment,Train (Haramain),21 days,11351,4
1985,Egypt,Male,60+,Hotel (5 Star),Group Transport,14 days,8838,1
1986,Pakistan,Female,60+,Apartment,Private Car,7 days,6973,5
1987,Nigeria,Male,31-45,Hotel (5 Star),Private Car,14 days,15247,4
1988,Egypt,Male,46-60,Hotel (3 Star),Private Car,7 days,36655,3
1989,Indonesia,Male,60+,Hotel (3 Star),Train (Haramain),10 days,11683,5
1990,Malaysia,Male,46-60,Apartment,Train (Haramain),14 days,16244,5
1991,UK,Female,18-30,Hotel (5 Star),Train (Haramain),10 days,34058,4
1992,UAE,Female,46-60,Apartment,Group Transport,21 days,33371,4
1993,UAE,Female,60+,Apartment,Bus,10 days,8822,2
1994,UAE,Female,31-45,Hotel (5 Star),Group Transport,10 days,33878,2
1995,India,Female,60+,Apartment,Train (Haramain),10 days,10914,5
1996,Indonesia,Female,46-60,Hotel (3 Star),Bus,10 days,23164,2
1997,Malaysia,Female,46-60,Camp (Mina),Bus,7 days,32180,3
1998,Egypt,Female,60+,Camp (Mina),Train (Haramain),14 days,8688,1
1999,India,Female,46-60,Apartment,Train (Haramain),7 days,19683,5
2000,Indonesia,Female,18-30,Hotel (5 Star),Group Transport,7 days,18080,1
